"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10033","hitReOrderTC","Default Suite","Tue Apr 15 03:49:53 EET 2025","broken","Tue Apr 15 03:50:03 EET 2025","Tests.CheckOutTest","WebAutomationProject","Tests.CheckOutTest","hitReOrderTC"
